Order Number,Toothbrush Type,Order Date,Customer Age,Order Quantity,Delivery Postcode,Billing Postcode,is_first,Dispatch Status,Dispatched Date,Delivery Status,Delivery Date
BRU00008792,Toothbrush 4000,2022-12-05 09:48:51.379768000,16,2,bh105nt,bh105nt,1,Order Received,2022-12-05 10:00:10.728200800,,
BRU00009448,Toothbrush 2000,2022-12-05 06:25:43.897461600,75,2,b440jr,b440jr,1,Order Confirmed,2022-12-05 07:33:15.518941200,,
BRU00009226,Toothbrush 4000,2022-12-05 05:56:53.547151600,29,3,g334lw,g334lw,1,Dispatched,2022-12-05 14:41:33.173862400,Delivered,2022-12-06 13:47:55.450792
BRU00008776,Toothbrush 4000,2022-12-05 17:28:28.915387600,24,9,eh222ea,eh222ea,1,Order Confirmed,2022-12-05 18:35:40.222474000,,
BRU00009189,Toothbrush 2000,2022-12-05 04:15:05.436400000,72,9,ha46en,ha46en,1,Order Received,2022-12-05 04:27:27.445291600,,
BRU00009368,Toothbrush 2000,2022-12-05 08:32:54.068327200,62,7,br12rj,br12rj,1,Order Confirmed,2022-12-05 09:47:52.601302000,,
BRU00008713,Toothbrush 2000,2022-12-04 16:51:09.805182800,46,4,co34ls,co34ls,1,Order Confirmed,2022-12-04 18:02:52.406159600,,
BRU00008976,Toothbrush 2000,2022-12-05 07:26:26.846703200,81,6,ex83bp,ex83bp,1,Order Received,2022-12-05 07:38:03.704794400,,
BRU00009319,Toothbrush 2000,2022-12-05 10:35:43.930472000,84,4,b313ly,b313ly,1,Dispatched,2022-12-05 18:08:35.045826800,Delivered,2022-12-06 19:40:47.027100800
BRU00009407,Toothbrush 2000,2022-12-05 00:50:22.073306000,75,6,bh152ye,bh152ye,1,Dispatched,2022-12-05 08:02:58.952566400,Delivered,2022-12-06 11:49:11.417160800
BRU00009115,Toothbrush 2000,2022-12-05 07:41:03.894731599,77,1,dy51as,dy51as,1,Order Received,2022-12-05 07:53:26.335014799,,
BRU00008950,Toothbrush 4000,2022-12-05 05:14:54.075217200,36,7,b147rx,b147rx,1,Order Confirmed,2022-12-05 06:38:20.457841200,,
BRU00009495,Toothbrush 2000,2022-12-05 05:16:54.669770400,84,9,dn213bl,dn213bl,1,Dispatched,2022-12-05 12:35:46.821854400,Delivered,2022-12-06 11:47:14.130636
BRU00009277,Toothbrush 4000,2022-12-05 02:21:45.789467200,31,4,eh142dz,eh142dz,1,Dispatched,2022-12-05 10:13:00.060497200,Delivered,2022-12-06 05:48:55.844652400
BRU00008985,Toothbrush 2000,2022-12-05 01:54:30.448698800,76,9,e112pf,e112pf,1,Order Received,2022-12-05 02:06:39.914682800,,
BRU00009164,Toothbrush 4000,2022-12-05 10:57:11.089788400,14,3,ca158ja,ca158ja,1,Order Received,2022-12-05 11:08:37.803986800,,
BRU00009094,Toothbrush 4000,2022-12-04 20:47:48.488994800,35,2,cv348dh,cv348dh,1,Order Received,2022-12-04 20:59:46.235582000,,
BRU00009417,Toothbrush 2000,2022-12-05 08:10:10.328862000,62,7,eh89jy,eh89jy,1,Order Confirmed,2022-12-05 09:21:57.052144800,,
BRU00008800,Toothbrush 2000,2022-12-04 21:02:29.575622400,85,4,cm81rd,cm81rd,1,Dispatched,2022-12-05 04:04:35.195815200,In Transit,2022-12-05 05:15:07.087759200
BRU00009082,Toothbrush 4000,2022-12-04 12:38:14.190650800,27,8,dh63jn,dh63jn,1,Dispatched,2022-12-04 19:06:10.423604800,Delivered,2022-12-06 03:57:09.624278800
BRU00009665,Toothbrush 2000,2022-12-04 17:58:43.283999600,92,9,co109nn,co109nn,1,Order Received,2022-12-04 18:10:44.435859200,,
BRU00009264,Toothbrush 4000,2022-12-05 19:17:08.091926400,30,1,b324de,b324de,1,Order Confirmed,2022-12-05 20:32:12.415486800,,
BRU00009556,Toothbrush 2000,2022-12-05 00:09:02.020840800,60,6,gl73le,gl73le,1,Order Received,2022-12-05 00:21:10.094182800,,
BRU00009018,Toothbrush 2000,2022-12-05 02:48:34.150894800,73,1,ba51bw,ba51bw,1,Order Received,2022-12-05 02:59:51.967203600,,
BRU00008759,Toothbrush 2000,2022-12-05 00:57:32.944168800,84,6,ha28fd,ha28fd,1,Order Confirmed,2022-12-05 02:03:02.986819200,,
BRU00009553,Toothbrush 2000,2022-12-05 02:59:48.597610000,89,6,co93lg,co93lg,1,Order Received,2022-12-05 03:11:50.503576000,,
BRU00008731,Toothbrush 2000,2022-12-04 23:27:20.100550400,81,7,bs161np,bs161np,1,Order Received,2022-12-04 23:39:09.652626800,,
BRU00009468,Toothbrush 4000,2022-12-05 17:15:29.674282800,10,4,co49ya,co49ya,1,Order Received,2022-12-05 17:28:57.122919600,,
BRU00009609,Toothbrush 4000,2022-12-05 03:09:42.371086400,29,4,hx13xa,hx13xa,1,Order Received,2022-12-05 03:21:00.903345200,,
BRU00009642,Toothbrush 4000,2022-12-04 11:57:44.393210000,33,6,gl60de,gl60de,1,Dispatched,2022-12-04 19:13:45.361910000,Delivered,2022-12-05 21:50:02.518422800
BRU00009587,Toothbrush 4000,2022-12-04 19:34:30.759731200,19,6,cv12lp,cv12lp,1,Order Received,2022-12-04 19:46:36.945794800,,
BRU00009044,Toothbrush 2000,2022-12-04 17:52:42.704384400,66,2,bs66rh,bs66rh,1,Dispatched,2022-12-05 00:44:10.712697600,In Transit,2022-12-05 01:50:54.343315200
BRU00009343,Toothbrush 2000,2022-12-05 11:58:40.211224000,80,2,br66lt,br66lt,1,Dispatched,2022-12-05 19:12:03.229531600,Delivered,2022-12-06 18:11:18.519821200
BRU00009669,Toothbrush 4000,2022-12-05 11:39:10.166595200,27,9,b138jg,b138jg,1,Order Confirmed,2022-12-05 12:54:58.551167600,,
BRU00009276,Toothbrush 4000,2022-12-05 10:38:15.009002000,42,8,eh548aw,eh548aw,1,Order Received,2022-12-05 10:49:38.202267200,,
BRU00009324,Toothbrush 4000,2022-12-05 01:54:39.651533200,19,3,bl34jd,bl34jd,1,Order Received,2022-12-05 02:06:14.894567200,,
BRU00009659,Toothbrush 2000,2022-12-05 04:43:33.360709200,62,1,hr53ly,hr53ly,1,Dispatched,2022-12-05 11:51:01.042881600,Delivered,2022-12-06 16:17:04.609346400
BRU00008827,Toothbrush 2000,2022-12-05 11:16:05.121383600,66,1,dl11dr,dl11dr,1,Order Received,2022-12-05 11:28:42.784670000,,
BRU00009088,Toothbrush 4000,2022-12-05 12:33:45.038071600,11,5,bh241tu,bh241tu,1,Dispatched,2022-12-05 20:21:00.406823200,Delivered,2022-12-07 02:47:04.435916800
BRU00008938,Toothbrush 4000,2022-12-05 01:39:43.660800800,21,8,g158hh,g158hh,1,Dispatched,2022-12-05 09:03:11.184628400,Delivered,2022-12-06 13:39:36.585670400
BRU00009424,Toothbrush 4000,2022-12-05 00:37:14.733175200,11,1,b495jr,b495jr,1,Order Received,2022-12-05 00:50:40.783928400,,
BRU00008835,Toothbrush 2000,2022-12-04 19:34:29.767208000,75,8,bb21wb,bb21wb,1,Dispatched,2022-12-05 02:55:17.926401200,In Transit,2022-12-05 03:22:43.586168
BRU00008688,Toothbrush 4000,2022-12-05 09:57:25.406858000,33,6,ha40qz,ha40qz,1,Order Received,2022-12-05 10:10:03.263486000,,
BRU00008934,Toothbrush 2000,2022-12-04 23:33:53.365707200,82,4,ex312ey,ex312ey,1,Order Received,2022-12-04 23:45:08.154401600,,
BRU00009178,Toothbrush 4000,2022-12-05 04:27:38.445518400,25,1,gu113rn,gu113rn,1,Order Confirmed,2022-12-05 06:00:32.557124400,,
BRU00008689,Toothbrush 2000,2022-12-04 18:17:46.995929600,60,8,bs161ye,bs161ye,1,Order Received,2022-12-04 18:30:09.937084400,,
BRU00008797,Toothbrush 2000,2022-12-05 04:26:47.210655200,61,1,da118nd,da118nd,1,Order Received,2022-12-05 04:40:11.981090000,,
BRU00009345,Toothbrush 4000,2022-12-05 08:24:13.449539600,15,7,g665lg,g665lg,1,Order Received,2022-12-05 08:35:46.471082000,,
BRU00009212,Toothbrush 4000,2022-12-05 10:54:49.575786000,15,7,g698lg,g698lg,1,Order Confirmed,2022-12-05 11:57:09.003757200,,
BRU00009377,Toothbrush 4000,2022-12-05 16:19:28.301863600,30,1,ig27aa,ig27aa,1,Dispatched,2022-12-05 23:39:36.160608400,Delivered,2022-12-07 01:24:45.921360400
BRU00009546,Toothbrush 4000,2022-12-05 17:32:12.013522800,19,4,b659lu,b659lu,1,Dispatched,2022-12-06 00:22:48.406648800,In Transit,2022-12-06 01:04:57.982522800
BRU00008771,Toothbrush 4000,2022-12-05 10:01:34.940303200,19,4,ex28df,ex28df,1,Order Received,2022-12-05 10:13:29.129489200,,
BRU00009606,Toothbrush 2000,2022-12-04 14:35:41.428203200,74,1,ba214se,ba214se,1,Dispatched,2022-12-04 21:44:41.784534800,Delivered,2022-12-05 20:27:54.828779600
BRU00008708,Toothbrush 4000,2022-12-04 18:23:20.332056000,31,8,cv91dx,cv91dx,1,Order Confirmed,2022-12-04 19:19:19.026288000,,
BRU00009323,Toothbrush 4000,2022-12-05 10:10:29.236164800,18,3,bb127bu,bb127bu,1,Order Confirmed,2022-12-05 11:24:48.078765200,,
BRU00009601,Toothbrush 4000,2022-12-05 07:38:06.080778400,32,2,cm73rf,cm73rf,1,Order Confirmed,2022-12-05 08:30:01.240374400,,
BRU00008821,Toothbrush 2000,2022-12-05 05:32:33.854780000,67,3,ba80te,ba80te,1,Order Confirmed,2022-12-05 06:41:26.324469200,,
BRU00009573,Toothbrush 4000,2022-12-05 04:23:52.233736000,31,9,cr78as,cr78as,1,Order Received,2022-12-05 04:36:18.440188000,,
BRU00008699,Toothbrush 2000,2022-12-04 13:38:35.559296400,72,9,gl154qf,gl154qf,1,Dispatched,2022-12-04 20:55:18.894765600,Delivered,2022-12-05 23:06:46.069508400
BRU00008880,Toothbrush 4000,2022-12-05 06:25:57.779658000,15,6,gu126fx,gu126fx,1,Dispatched,2022-12-05 13:41:01.396804800,Delivered,2022-12-06 13:33:35.375593200
BRU00009005,Toothbrush 2000,2022-12-05 02:47:52.069496400,86,3,hr53dy,hr53dy,1,Order Confirmed,2022-12-05 04:03:12.411919200,,
BRU00009128,Toothbrush 4000,2022-12-04 21:31:45.012830400,40,7,dl19rh,dl19rh,1,Order Confirmed,2022-12-04 22:30:53.674846800,,
BRU00008716,Toothbrush 2000,2022-12-04 20:18:16.882648800,66,1,ct157nt,ct157nt,1,Order Confirmed,2022-12-04 21:08:31.809032400,,
BRU00008740,Toothbrush 4000,2022-12-05 07:36:38.402738400,10,1,hu129he,hu129he,1,Order Received,2022-12-05 07:48:46.137025200,,
BRU00009341,Toothbrush 2000,2022-12-05 11:46:13.905747200,65,7,bn998zu,bn998zu,1,Order Received,2022-12-05 11:58:08.307938000,,
BRU00009477,Toothbrush 4000,2022-12-04 20:29:07.623078000,29,7,gu151bj,gu151bj,1,Order Confirmed,2022-12-04 21:56:36.514536000,,
BRU00009510,Toothbrush 2000,2022-12-05 08:29:27.021670800,99,3,g718ru,g718ru,1,Order Received,2022-12-05 08:41:21.082178400,,
BRU00009531,Toothbrush 4000,2022-12-05 02:14:23.194588400,27,1,bh63as,bh63as,1,Dispatched,2022-12-05 10:00:48.143248400,Delivered,2022-12-06 12:31:52.074737600
BRU00009592,Toothbrush 4000,2022-12-05 18:18:58.209286400,20,3,eh345eq,eh345eq,1,Order Confirmed,2022-12-05 19:13:01.150515200,,
BRU00009125,Toothbrush 4000,2022-12-05 03:30:48.614540400,33,6,dn59jp,dn59jp,1,Order Received,2022-12-05 03:41:57.627139200,,
BRU00009550,Toothbrush 2000,2022-12-05 01:25:48.184746000,75,7,hu75dj,hu75dj,1,Dispatched,2022-12-05 08:27:16.319701200,Delivered,2022-12-06 16:19:01.904128800
BRU00009570,Toothbrush 4000,2022-12-05 12:51:57.615342400,28,7,dh33qw,dh33qw,1,Dispatched,2022-12-05 19:52:45.130727200,Delivered,2022-12-06 23:20:40.445922400
BRU00009524,Toothbrush 2000,2022-12-04 17:28:13.405578000,89,7,ch51be,ch51be,1,Order Confirmed,2022-12-04 18:24:49.931886000,,
BRU00009567,Toothbrush 2000,2022-12-05 02:16:52.273262800,52,7,dn49dr,dn49dr,1,Order Confirmed,2022-12-05 03:36:22.380636400,,
BRU00009566,Toothbrush 4000,2022-12-05 03:18:14.214712400,19,7,bh122nh,bh122nh,1,Dispatched,2022-12-05 09:48:54.712786400,Delivered,2022-12-06 17:11:39.377159600
BRU00009104,Toothbrush 2000,2022-12-04 20:25:11.022882800,75,6,ex395qx,ex395qx,1,Order Confirmed,2022-12-04 21:16:07.695953600,,
BRU00008778,Toothbrush 2000,2022-12-05 00:32:17.985435600,86,2,gl542ns,gl542ns,1,Order Confirmed,2022-12-05 01:51:13.990401600,,
BRU00009470,Toothbrush 2000,2022-12-04 18:34:24.126035200,84,2,bh242ns,bh242ns,1,Order Confirmed,2022-12-04 19:50:47.755399600,,
BRU00009315,Toothbrush 2000,2022-12-04 16:08:16.623687600,76,5,gl32jj,gl32jj,1,Order Confirmed,2022-12-04 17:17:36.986360400,,
BRU00009059,Toothbrush 4000,2022-12-05 00:24:38.950432000,13,8,bs84rj,bs84rj,1,Order Received,2022-12-05 00:35:56.719501600,,
BRU00009660,Toothbrush 4000,2022-12-05 10:11:46.258315200,21,6,ct51lp,ct51lp,1,Order Received,2022-12-05 10:22:57.431493600,,
BRU00009536,Toothbrush 2000,2022-12-05 09:16:41.362051200,69,8,ct13rn,ct13rn,1,Order Confirmed,2022-12-05 10:07:01.278373200,,
BRU00009428,Toothbrush 4000,2022-12-04 21:44:37.263170400,25,8,g513uw,g513uw,1,Dispatched,2022-12-05 04:03:29.432617200,In Transit,2022-12-05 05:32:12.550848
BRU00008733,Toothbrush 2000,2022-12-04 16:39:07.418862800,75,8,ba32ja,ba32ja,1,Order Received,2022-12-04 16:50:38.640815600,,
BRU00008996,Toothbrush 4000,2022-12-05 12:52:11.986479200,37,8,dd76aj,dd76aj,1,Order Confirmed,2022-12-05 13:41:24.467122400,,
BRU00008926,Toothbrush 4000,2022-12-05 10:07:05.885572400,23,6,dg109ph,dg109ph,1,Order Confirmed,2022-12-05 11:09:21.298636400,,
BRU00009151,Toothbrush 4000,2022-12-05 09:45:24.787236000,31,6,dn76ed,dn76ed,1,Order Confirmed,2022-12-05 10:39:51.539718000,,
BRU00009526,Toothbrush 2000,2022-12-04 14:01:41.163378400,92,3,ex227ln,ex227ln,1,Order Received,2022-12-04 14:14:13.031741200,,
BRU00008714,Toothbrush 2000,2022-12-05 07:14:19.299471600,60,8,cw123tp,cw123tp,1,Dispatched,2022-12-05 13:44:04.772604000,Delivered,2022-12-06 11:09:30.876889200
BRU00008802,Toothbrush 2000,2022-12-05 04:18:25.125360800,87,5,b487la,b487la,1,Order Received,2022-12-05 04:31:08.054662400,,
BRU00009228,Toothbrush 2000,2022-12-04 21:02:32.779428399,110,6,cf319zy,cf319zy,1,Order Confirmed,2022-12-04 22:17:04.498019199,,
BRU00009252,Toothbrush 2000,2022-12-04 20:55:09.418927999,78,2,da124tl,da124tl,1,Order Received,2022-12-04 21:07:45.054427999,,
BRU00008899,Toothbrush 2000,2022-12-05 01:11:10.178001600,66,3,bs78us,bs78us,1,Order Received,2022-12-05 01:23:12.114463200,,
BRU00009112,Toothbrush 2000,2022-12-04 22:06:22.053780800,75,4,hu67df,hu67df,1,Dispatched,2022-12-05 04:47:25.566342800,In Transit,2022-12-05 05:28:10.800812
BRU00009443,Toothbrush 4000,2022-12-04 13:04:01.470905200,15,9,ex49bx,ex49bx,1,Order Received,2022-12-04 13:15:35.898244000,,
BRU00009507,Toothbrush 2000,2022-12-04 19:12:03.903332800,84,2,bn161qb,bn161qb,1,Dispatched,2022-12-05 02:02:59.540438800,In Transit,2022-12-05 03:06:00.552164800
BRU00008730,Toothbrush 4000,2022-12-05 05:30:55.315482800,35,3,cv78jw,cv78jw,1,Order Received,2022-12-05 05:42:54.295365200,,
BRU00009302,Toothbrush 2000,2022-12-04 17:07:05.263527600,63,2,ab251xr,ab251xr,1,Order Confirmed,2022-12-04 17:52:50.045670000,,
BRU00009425,Toothbrush 4000,2022-12-05 15:52:42.771779200,22,6,gl504rp,gl504rp,1,Dispatched,2022-12-05 22:45:47.889109600,Delivered,2022-12-07 08:38:00.996232
BRU00009058,Toothbrush 2000,2022-12-05 08:13:58.316377200,74,3,br66bw,br66bw,1,Dispatched,2022-12-05 15:06:53.814363600,Delivered,2022-12-06 14:15:53.453226
BRU00009655,Toothbrush 4000,2022-12-04 22:03:09.709656400,41,3,eh530fr,eh530fr,1,Order Confirmed,2022-12-04 23:16:16.319149600,,
BRU00008970,Toothbrush 4000,2022-12-05 10:20:09.059908000,26,9,gu273le,gu273le,1,Order Confirmed,2022-12-05 11:18:17.265331600,,
BRU00008883,Toothbrush 4000,2022-12-05 06:02:06.615830400,15,3,bn72bf,bn72bf,1,Dispatched,2022-12-05 12:57:52.878276000,Delivered,2022-12-06 16:04:40.706349600
BRU00009482,Toothbrush 2000,2022-12-04 22:30:16.335182800,77,9,g733sf,g733sf,1,Dispatched,2022-12-05 05:40:59.442401200,Delivered,2022-12-06 06:48:40.840624
BRU00008786,Toothbrush 2000,2022-12-05 01:13:36.808444400,73,4,ip288nq,ip288nq,1,Dispatched,2022-12-05 07:48:55.953725600,Delivered,2022-12-06 11:30:49.618715600
BRU00008774,Toothbrush 2000,2022-12-04 14:35:41.486852800,81,1,ca255ns,ca255ns,1,Order Confirmed,2022-12-04 15:54:44.635824400,,
BRU00009447,Toothbrush 2000,2022-12-05 01:34:22.674761600,69,4,dl70rd,dl70rd,1,Order Confirmed,2022-12-05 02:43:47.880064400,,
BRU00008779,Toothbrush 2000,2022-12-05 04:43:23.077754800,80,4,gl537dn,gl537dn,1,Order Received,2022-12-05 04:55:32.566102000,,
BRU00009590,Toothbrush 4000,2022-12-05 14:05:58.144056000,27,8,eh120an,eh120an,1,Order Received,2022-12-05 14:19:30.547974000,,
BRU00009347,Toothbrush 4000,2022-12-05 19:21:10.569124400,30,3,b736th,b736th,1,Order Received,2022-12-05 19:33:00.152114000,,
BRU00009509,Toothbrush 4000,2022-12-05 11:56:04.635587200,21,6,de65ab,de65ab,1,Dispatched,2022-12-05 18:49:59.863567600,Delivered,2022-12-06 19:39:03.505724800
BRU00009296,Toothbrush 2000,2022-12-04 13:07:21.517750400,89,9,dl117bj,dl117bj,1,Dispatched,2022-12-04 19:54:54.778728800,Delivered,2022-12-06 03:09:05.995373600
BRU00009227,Toothbrush 2000,2022-12-04 19:43:42.241636000,85,4,g443he,g443he,1,Order Received,2022-12-04 19:57:14.777141200,,
BRU00008767,Toothbrush 2000,2022-12-05 00:33:18.273424800,89,7,bd227rh,bd227rh,1,Order Confirmed,2022-12-05 01:24:18.535069200,,
BRU00008990,Toothbrush 2000,2022-12-04 21:14:16.441259600,88,2,cb87qb,cb87qb,1,Order Received,2022-12-04 21:26:46.588149200,,
BRU00008872,Toothbrush 4000,2022-12-05 05:25:41.912837200,17,3,cm144gx,cm144gx,1,Order Received,2022-12-05 05:37:40.292016400,,
BRU00009463,Toothbrush 4000,2022-12-05 02:58:32.483714400,29,5,hp27bq,hp27bq,1,Dispatched,2022-12-05 10:23:11.484728400,Delivered,2022-12-06 09:56:05.694214800
BRU00009558,Toothbrush 4000,2022-12-04 23:13:29.447650800,32,1,ab106ep,ab106ep,1,Dispatched,2022-12-05 06:27:29.306317200,Delivered,2022-12-06 12:26:35.676793200
BRU00008758,Toothbrush 4000,2022-12-05 16:36:26.679139600,36,8,bn133pp,bn133pp,1,Order Confirmed,2022-12-05 17:41:23.164278400,,
BRU00009452,Toothbrush 4000,2022-12-05 14:20:44.893308800,14,3,bn73jr,bn73jr,1,Order Received,2022-12-05 14:33:04.125088400,,
BRU00008863,Toothbrush 4000,2022-12-05 15:56:10.042958000,26,7,gl167be,gl167be,1,Dispatched,2022-12-05 23:20:48.630940400,Delivered,2022-12-07 04:46:32.307804800
BRU00009245,Toothbrush 4000,2022-12-05 20:34:49.981462800,39,7,bs67tg,bs67tg,1,Dispatched,2022-12-06 03:10:32.679834000,In Transit,2022-12-06 04:13:47.496811200
BRU00008978,Toothbrush 4000,2022-12-04 17:31:44.276432400,17,9,e59hr,e59hr,1,Dispatched,2022-12-04 23:27:41.765182800,Delivered,2022-12-06 02:29:15.583015200
BRU00008917,Toothbrush 4000,2022-12-05 01:54:24.343763600,21,2,e84eb,e84eb,1,Order Confirmed,2022-12-05 03:23:56.562239600,,
BRU00009132,Toothbrush 2000,2022-12-05 00:25:35.868229200,66,1,dn211le,dn211le,1,Dispatched,2022-12-05 07:30:06.509144400,Delivered,2022-12-06 10:57:34.562382
BRU00008951,Toothbrush 2000,2022-12-04 23:11:00.140727600,81,8,br20pu,br20pu,1,Order Received,2022-12-04 23:22:29.448812400,,
BRU00009114,Toothbrush 4000,2022-12-05 10:30:08.288810000,28,1,eh546up,eh546up,1,Order Confirmed,2022-12-05 11:44:57.884648000,,
BRU00009632,Toothbrush 2000,2022-12-05 06:06:43.920777200,68,6,hx13bl,hx13bl,1,Dispatched,2022-12-05 13:08:22.173986000,Delivered,2022-12-06 11:04:37.195334
BRU00008907,Toothbrush 4000,2022-12-05 06:56:36.694651600,12,9,g733hp,g733hp,1,Dispatched,2022-12-05 13:51:44.663440000,Delivered,2022-12-06 14:54:37.095811600
BRU00008918,Toothbrush 2000,2022-12-04 19:19:30.008994000,80,6,gl73nr,gl73nr,1,Order Received,2022-12-04 19:31:01.263577200,,
BRU00009143,Toothbrush 2000,2022-12-05 03:52:52.184726400,74,9,ab526yu,ab526yu,1,Dispatched,2022-12-05 11:39:48.313544400,Delivered,2022-12-06 15:44:53.301336
BRU00009072,Toothbrush 4000,2022-12-05 06:59:08.264450000,27,5,ex108ne,ex108ne,1,Order Confirmed,2022-12-05 08:08:27.258464000,,
BRU00008823,Toothbrush 2000,2022-12-04 17:49:38.320246400,78,6,en26by,en26by,1,Dispatched,2022-12-05 01:05:36.379948400,In Transit,2022-12-05 02:06:57.035054
BRU00009440,Toothbrush 4000,2022-12-05 10:48:58.443135600,21,8,e49lp,e49lp,1,Order Confirmed,2022-12-05 11:57:57.168375600,,
BRU00008705,Toothbrush 4000,2022-12-05 01:50:20.047150400,-5,1,al109bb,al109bb,1,Dispatched,2022-12-05 09:28:14.296131200,Delivered,2022-12-06 12:52:06.987778400
BRU00009205,Toothbrush 2000,2022-12-04 13:22:41.099107200,75,4,ab228pu,ab228pu,1,Order Received,2022-12-04 13:34:29.653422000,,
BRU00008768,Toothbrush 2000,2022-12-05 02:20:23.788246000,67,7,en76an,en76an,1,Order Confirmed,2022-12-05 03:24:46.961213200,,
BRU00008832,Toothbrush 2000,2022-12-04 10:00:12.314076400,78,4,dh64hr,dh64hr,1,Dispatched,2022-12-04 16:36:35.287177600,Delivered,2022-12-06 02:27:15.154278400
BRU00009496,Toothbrush 4000,2022-12-05 08:26:32.898357600,36,4,cm131ad,cm131ad,1,Order Confirmed,2022-12-05 09:09:58.968957600,,
BRU00008937,Toothbrush 4000,2022-12-05 03:20:44.981235200,23,5,de53ps,de53ps,1,Order Received,2022-12-05 03:32:54.866504000,,
BRU00009156,Toothbrush 4000,2022-12-04 19:58:48.030076400,23,2,hr95ub,hr95ub,1,Order Confirmed,2022-12-04 21:05:11.757575600,,
BRU00009155,Toothbrush 4000,2022-12-05 13:24:53.768042400,14,9,ca101hh,ca101hh,1,Order Received,2022-12-05 13:36:28.629937200,,
BRU00009627,Toothbrush 4000,2022-12-05 13:38:16.275039600,24,8,hp51an,hp51an,1,Order Confirmed,2022-12-05 14:46:40.737398400,,
BRU00008882,Toothbrush 2000,2022-12-05 00:42:36.823732400,83,5,gu98hx,gu98hx,1,Order Confirmed,2022-12-05 01:43:52.186391600,,
BRU00008908,Toothbrush 2000,2022-12-05 10:54:03.594464400,70,8,bs229th,bs229th,1,Dispatched,2022-12-05 18:11:44.182220400,Delivered,2022-12-06 22:43:53.492755200
BRU00008828,Toothbrush 2000,2022-12-05 02:38:40.783345200,61,2,bs59eu,bs59eu,1,Dispatched,2022-12-05 09:10:41.885527199,Delivered,2022-12-06 16:54:48.536299199
BRU00008710,Toothbrush 2000,2022-12-05 07:32:04.990340000,64,9,dy83eu,dy83eu,1,Dispatched,2022-12-05 15:29:09.070076000,Delivered,2022-12-06 20:17:09.552846800
BRU00009056,Toothbrush 4000,2022-12-05 07:07:47.522676400,40,9,ca288ds,ca288ds,1,Order Confirmed,2022-12-05 08:47:37.467197200,,
BRU00008921,Toothbrush 2000,2022-12-04 17:12:27.045799200,84,8,gy13qf,gy13qf,1,Dispatched,2022-12-05 01:23:42.409741200,In Transit,2022-12-05 02:38:32.165793600
BRU00009474,Toothbrush 4000,2022-12-05 12:35:12.081122000,33,8,cw60eq,cw60eq,1,Order Received,2022-12-05 12:47:10.032113600,,
BRU00009238,Toothbrush 2000,2022-12-05 09:10:57.112716400,71,7,cm112qt,cm112qt,1,Order Received,2022-12-05 09:22:41.866702000,,
BRU00008930,Toothbrush 4000,2022-12-04 22:29:01.099071200,7,2,gl48hp,gl48hp,1,Order Received,2022-12-04 22:39:56.997186800,,
BRU00009359,Toothbrush 4000,2022-12-05 14:00:55.945734800,36,2,bn162au,bn162au,1,Order Received,2022-12-05 14:12:29.449839200,,
BRU00009118,Toothbrush 4000,2022-12-05 21:58:54.255158800,23,6,de736aj,de736aj,1,Order Confirmed,2022-12-05 23:07:12.610635999,,
BRU00009121,Toothbrush 2000,2022-12-05 07:49:23.396346800,86,1,bh25fb,bh25fb,1,Order Received,2022-12-05 08:00:52.337404400,,
BRU00009624,Toothbrush 2000,2022-12-05 12:41:14.509698800,68,7,ct196lt,ct196lt,1,Order Received,2022-12-05 12:52:50.903606000,,
BRU00008963,Toothbrush 2000,2022-12-05 00:02:53.668973200,59,6,bd14pu,bd14pu,1,Order Received,2022-12-05 00:14:46.665414400,,
BRU00008979,Toothbrush 4000,2022-12-05 05:53:06.100590000,35,7,en13jp,en13jp,1,Order Confirmed,2022-12-05 06:57:39.413497199,,
BRU00009335,Toothbrush 2000,2022-12-05 08:29:25.864341200,74,4,hd34pr,hd34pr,1,Order Confirmed,2022-12-05 09:21:47.335700000,,
BRU00009465,Toothbrush 4000,2022-12-05 05:22:56.149971200,32,2,bd162ry,bd162ry,1,Order Confirmed,2022-12-05 06:21:01.734926000,,
BRU00009498,Toothbrush 2000,2022-12-05 05:46:41.886134400,78,4,hx26tw,hx26tw,1,Dispatched,2022-12-05 13:01:59.577596400,Delivered,2022-12-06 21:42:06.740996400
BRU00008749,Toothbrush 2000,2022-12-04 13:31:52.797114000,75,4,ch21jj,ch21jj,1,Order Confirmed,2022-12-04 14:49:02.039436000,,
BRU00008890,Toothbrush 2000,2022-12-04 17:03:36.792131200,74,9,ch65ty,ch65ty,1,Dispatched,2022-12-05 00:32:09.928159600,In Transit,2022-12-05 01:26:15.332987200
BRU00008966,Toothbrush 2000,2022-12-05 07:02:18.532142000,48,8,bh205qj,bh205qj,1,Order Confirmed,2022-12-05 08:29:37.833678800,,
BRU00009361,Toothbrush 4000,2022-12-05 05:48:11.644270800,21,4,gu152rz,gu152rz,1,Order Confirmed,2022-12-05 06:44:13.769385600,,
BRU00009331,Toothbrush 2000,2022-12-05 03:32:00.307594000,87,4,bs329bl,bs329bl,1,Dispatched,2022-12-05 11:21:41.751601600,Delivered,2022-12-06 19:35:37.468378
BRU00009515,Toothbrush 4000,2022-12-05 01:35:10.051014800,22,4,im11ql,im11ql,1,Order Confirmed,2022-12-05 02:43:59.987312000,,
